SampleID	location	pedigree	rep_number	plot_number	Batch	Month	day	year	Temperature [C]	Dew Point [C]	Relative Humidity [%]	Solar Radiation [W/m2]	Rainfall [mm]	Wind Speed [m/s]	Wind Direction [degrees]	Wind Gust [m/s]	Soil Temperature [C]	Soil Moisture [%VWC]	Grower	Date Recieved	Date Reported	E Depth	1:1 Soil pH	WDRF Buffer pH	1:1 S Salts mmho/cm	Texture No	Organic Matter LOI %	Nitrate-N ppm N	lbs N/A	Potassium ppm K	Sulfate-S ppm S	Calcium ppm Ca	Magnesium ppm Mg	Sodium ppm Na	CEC/Sum of Cations me/100g	%H Sat	%K Sat	%Ca Sat	%Mg Sat	%Na Sat	Mehlich P-III ppm P	% Sand	% Silt	% Clay	Texture
IAH4-1-214	IAH4	PHW52/PHN82	1	214	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-249	IAH4	B14A/H95	1	249	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-260	IAH4	PHW52/PHM49	1	260	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-281	IAH4	2369/LH123HT	1	281	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-337	IAH4	B73/MO17	1	337	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-353	IAH4	F42/OH43	1	353	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-356	IAH4	F42/MO17	1	356	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-366	IAH4	LH74/PHN82	1	366	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-369	IAH4	B37/H95	1	369	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-441	IAH4	B14A/H95	1	441	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-448	IAH4	B73/PHN82	1	448	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-459	IAH4	PHG39/PHN82	1	459	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-462	IAH4	B73/PHM49	1	462	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-465	IAH4	CG44/CGR01	1	465	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-49	IAH4	B14A/MO17	1	49	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-513	IAH4	PHW52/PHM49	1	513	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-543	IAH4	B14A/MO17	1	543	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-554	IAH4	F42/H95	1	554	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-563	IAH4	CG119/CG108	1	563	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-57	IAH4	PHG39/PHN82	1	57	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-582	IAH4	B14A/OH43	1	582	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-588	IAH4	B37/OH43	1	588	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-65	IAH4	B73/PHM49	1	65	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-663	IAH4	PHW52/PHN82	1	663	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-672	IAH4	LH74/PHN82	1	672	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-716	IAH4	B73/MO17	1	716	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-723	IAH4	F42/OH43	1	723	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-752	IAH4	B37/MO17	1	752	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-755	IAH4	F42/MO17	1	755	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-764	IAH4	B37/H95	1	764	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-787	IAH4	2369/LH123HT	1	787	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-1-82	IAH4	CG44/CGR01	1	82	3167	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1016	IAH4	PHW52/PHM49	2	1016	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1023	IAH4	B14A/H95	2	1023	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1032	IAH4	B14A/MO17	2	1032	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1044	IAH4	F42/OH43	2	1044	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1061	IAH4	B73/PHN82	2	1061	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1067	IAH4	F42/H95	2	1067	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1068	IAH4	F42/MO17	2	1068	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1082	IAH4	CG119/CG108	2	1082	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1088	IAH4	PHG39/PHN82	2	1088	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1153	IAH4	2369/LH123HT	2	1153	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1174	IAH4	B37/OH43	2	1174	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1187	IAH4	PHW52/PHN82	2	1187	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1218	IAH4	F42/MO17	2	1218	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1220	IAH4	PHW52/PHN82	2	1220	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1290	IAH4	LH74/PHN82	2	1290	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1336	IAH4	F42/H95	2	1336	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1378	IAH4	CG119/CG108	2	1378	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1390	IAH4	CG44/CGR01	2	1390	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1401	IAH4	F42/OH43	2	1401	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1405	IAH4	2369/LH123HT	2	1405	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1409	IAH4	B14A/OH43	2	1409	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1414	IAH4	B73/MO17	2	1414	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1444	IAH4	B14A/MO17	2	1444	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1460	IAH4	PHG39/PHN82	2	1460	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1494	IAH4	B73/PHM49	2	1494	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1498	IAH4	B37/OH43	2	1498	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1516	IAH4	B73/PHN82	2	1516	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1526	IAH4	PHW52/PHM49	2	1526	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1534	IAH4	B14A/H95	2	1534	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1536	IAH4	B37/H95	2	1536	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-1570	IAH4	B37/MO17	2	1570	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-802	IAH4	B14A/OH43	2	802	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-821	IAH4	LH74/PHN82	2	821	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
IAH4-2-848	IAH4	B37/MO17	2	848	3166	8	7	2019	22.6836805555556	16.4418970959596	71.1253787878788	192.935606060606	0.069535206820335	1.07269826224329	201.9	2.64978444444444	22.4296022727273	35.6515467171717	Jode Edwards	08/22/19	08/26/19	8	6.3	6.7	0.21	2	4.5	21.2	51	177	13.3	2988	289	9	20.8	14	2	72	12	0	42	46	24	30	Sandy Clay Loam
